"","Variable","Term","Beta","StandardError","Z","P","LRT","Wald","LogRank","HR","HRlower","HRupper"
"55","DENND1C","X22",0.0621250373756629,0.0429757734876322,1.44558276289178,0.148294264196212,0.153175171439019,0.148294264196212,0.148209627954184,1.06409538810495,0.978136614702541,1.15760822973645
"56","ITGA11","X56",0.0624024593227111,0.0437722127048465,1.42561811401876,0.153978604680011,0.154264687697598,0.153978604680011,0.153900793411903,1.0643906324711,0.976881913079663,1.15973835048355
"57","IL20RA","X50",-0.0619613929778567,0.0453191292659007,-1.36722381876119,0.171555161684535,0.145127437924694,0.171555161684535,0.170935440414721,0.939919173570969,0.860032367212044,1.02722651673006
"58","SLC7A6","X91",-0.0591692984566837,0.0447472241693518,-1.3223009819056,0.186067945941662,0.185565558288008,0.186067945941662,0.186079941491336,0.942547183865129,0.863404273515943,1.02894463354273
"59","CHST5","X16",-0.057115755182776,0.0443906859405467,-1.28666079319595,0.198212544211685,0.1952054032768,0.198212544211685,0.198179778432104,0.944484734035562,0.865783933584169,1.03033953186601
"60","SLC6A16","X90",0.0534524446490207,0.0418177024780109,1.27822528454612,0.201170003352114,0.220766086563099,0.201170003352114,0.201763546473901,1.05490682411046,0.971893793805239,1.1450103032326
"61","C1QTNF3-AMACR","X8",0.0553212111662961,0.0436530448629566,1.26729329740847,0.20505043625106,0.205283021515486,0.20505043625106,0.205011483611029,1.05688004182955,0.970215386126417,1.15128603276148
"62","CNKSR3","X18",0.054702788106694,0.0438486409105259,1.24753668462191,0.212200777821915,0.213722619174138,0.212200777821915,0.21214400600677,1.05622664489914,0.969243926293512,1.1510154411399
"63","TNFSF13B","X101",0.0514083178435857,0.0425194267056235,1.20905482097637,0.226641784695416,0.22922481714462,0.226641784695416,0.226630143622759,1.05275266323314,0.968576097058496,1.14424480772371
"64","IL4R","X51",0.0522771893589097,0.0432499517904576,1.20872248857498,0.226769478907378,0.228220768222083,0.226769478907378,0.226814337865596,1.05366776753137,0.968031008655624,1.14688037305372
"65","P2RY1","X71",0.0534344587229245,0.0444296399032215,1.20267593523867,0.229101749874609,0.235858475943224,0.229101749874609,0.229208907700305,1.05488785080491,0.966913697356313,1.15086628808582
"66","AGTR1","X2",0.0530153531104139,0.0443453805973343,1.19551016129064,0.231887768576646,0.237817570174957,0.231887768576645,0.231761665780072,1.0544458340184,0.966668170737949,1.15019408990157
"67","GUCA1A","X40",0.05186761518944,0.043962628041819,1.17981152400856,0.23807518509357,0.241387021020166,0.23807518509357,0.238034535239113,1.05323630079543,0.966283941714199,1.1480131847636
"68","WASH7P","X107",0.0498226991734267,0.044481011325912,1.12008917262191,0.262675764114103,0.263391180011421,0.262675764114103,0.262790524375162,1.05108472166437,0.963330737656829,1.1468325974976
"69","MAP7D2","X61",-0.0489091485800906,0.0442741153437517,-1.10468946020382,0.269294171948662,0.272041034239534,0.269294171948662,0.269385434466974,0.95226764063591,0.873117778299218,1.03859259534115
"70","PCDHB2","X75",0.0499752218360477,0.0453492888848922,1.10200673626652,0.270458743057667,0.273132589083815,0.270458743057667,0.270383974888528,1.05124504813115,0.961839433680932,1.14896115975514
"71","NR4A3","X66",0.0477218619636192,0.0438857251333514,1.08741195043744,0.276854792113897,0.283350387546167,0.276854792113897,0.276720101028234,1.04887888163713,0.962431312759753,1.14309134975015
"72","DUOX1","X28",0.0440146939112134,0.0416472682390408,1.05684468087041,0.290582478762154,0.296168393415175,0.290582478762154,0.290764443050807,1.0449977098792,0.963086110776166,1.13387598620096
"73","CYP3A5","X21",0.0453382458432851,0.0445348079257704,1.0180406732382,0.308658627275456,0.311928769113431,0.308658627275456,0.308561506171055,1.04638173432919,0.95891928470169,1.14182158123808
"74","SPOCK1","X96",0.0439150538786352,0.0448745800425381,0.978617601256806,0.327768959132,0.324703094366734,0.327768959132,0.327758115162888,1.04489359146061,0.956918065840474,1.140957263166
"75","CD38","X11",0.0414922769937268,0.0425810655732402,0.974430217636507,0.329842971856826,0.33363669822111,0.329842971856826,0.329820478288733,1.04236511162809,0.958903266852574,1.13309138001559
"76","NEK6","X63",0.0420464793615499,0.043976989064783,0.956101821787089,0.339020794488192,0.339779249802828,0.339020794488192,0.339020050864124,1.04294295294682,0.956813453115756,1.13682557405454
"77","IGF2BP1","X47",-0.0394119001770152,0.0435423181088863,-0.905140146155238,0.365391146042309,0.367273996669069,0.365391146042309,0.365307561985787,0.961354645433981,0.882714663077065,1.04700056876342
"78","SIX3","X88",-0.0400345702116249,0.0448194059231432,-0.893241875634777,0.371727657261513,0.37178217388385,0.371727657261513,0.371658954458123,0.960756225032198,0.87995985521048,1.04897117575589
"79","FLVCR1","X33",-0.0380973928631562,0.0427847059908749,-0.890444189829925,0.373227423358015,0.373153095393408,0.373227423358015,0.373259204493378,0.962619184087184,0.885189196298041,1.04682219060961
"80","CEBPD","X13",0.0378672166479179,0.0441873746434517,0.856969144545671,0.391461937362392,0.39227893289949,0.391461937362392,0.391446732269501,1.03859331582023,0.952430208840192,1.13255130470925
"81","SH2D3C","X85",0.0368891708957796,0.0440458793820308,0.837516957620992,0.402302049130105,0.400750634778379,0.402302049130105,0.402306538461966,1.037578020623,0.9517630555861,1.13113042428086
"82","COL5A1","X20",0.0344390194565971,0.0434952458297713,0.791788132233628,0.428484223384636,0.427912328561303,0.428484223384636,0.428478975384832,1.03503890921649,0.950459149514375,1.12714527935201
"83","TNNT1","X102",-0.037352998597587,0.047341156988946,-0.789017442186908,0.430101812188517,0.416526351312356,0.430101812188517,0.429636777100431,0.963336019058566,0.877972540158174,1.05699921485974
"84","PCDHA4","X73",0.0348048334846515,0.0449130811445069,0.77493755934196,0.438376556835072,0.439769449000413,0.438376556835072,0.438335010147225,1.03541761023191,0.948168369069433,1.13069541502481
"85","FRMD6","X38",0.0342672427822763,0.0444465598468055,0.770976266788378,0.440720999171206,0.442117474974384,0.440720999171206,0.440713562870604,1.03486112894456,0.948525681794154,1.12905488671082
"86","CLDN23","X17",0.0333265167725418,0.0433567175892125,0.768658667574818,0.442095967803433,0.444856993914134,0.442095967803433,0.442062998704318,1.0338880659287,0.949660156688034,1.1255863746013
"87","RYR1","X84",-0.034908767106039,0.0456889454115294,-0.76405280952775,0.444835772681142,0.437260269896957,0.444835772681142,0.444731977543009,0.965693515252818,0.882975827123257,1.0561602444312
"88","FRAS1","X36",-0.0322660020482747,0.0424236225895966,-0.760566874743675,0.446915811437753,0.441454959769794,0.446915811437753,0.446920651649662,0.968248991605913,0.890996504697364,1.05219953703892
"89","MAP3K4","X60",0.0333690549329379,0.0447532489033307,0.745623072081688,0.45589514150242,0.454851920457215,0.45589514150242,0.45594351903284,1.0339320465605,0.947104634779048,1.12871950748523
"90","ESRP1","X31",0.0319119731801026,0.0452634324315625,0.705027689368299,0.480793004735396,0.493882104128163,0.480793004735396,0.480218904119778,1.03242662007287,0.944780433296887,1.12820364210499
"91","FGF23","X32",-0.0329951192103601,0.0479439462558501,-0.68820198976287,0.491325591095564,0.475452993420732,0.491325591095564,0.490795222641809,0.967543281952734,0.880765796051378,1.06287052318419
"92","FOXE1","X35",-0.0297244238866826,0.0520478842767804,-0.571097640177148,0.567933458142639,0.550896741433791,0.567933458142639,0.567458672522502,0.970713002009096,0.876572026787522,1.07496441076589
"93","DIO3","X24",-0.0261690827901168,0.0465036428535599,-0.562731889037667,0.573617466151447,0.567691942056211,0.573617466151447,0.573553136018474,0.974170360240133,0.889305419983012,1.06713382089645
"94","TRIM5","X104",0.0232250874248964,0.0436633840649723,0.531912217118509,0.594786795304503,0.595322287487539,0.594786795304503,0.594780106652426,1.0234968899011,0.939550628522881,1.11494351856709
